epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,124.936,0.51204,1.62597,0.94685,0.98273,0.98354,0.99463,0.92654,0.39754,0.7086,0.84461,0.0001982,0.0001982,0.0001982
184,125.599,0.49445,1.52374,0.91363,0.98273,0.98354,0.99463,0.92654,0.39754,0.7086,0.84461,0.0001883,0.0001883,0.0001883
185,126.27,0.48285,1.29447,0.90496,0.98273,0.98354,0.99463,0.92654,0.39754,0.7086,0.84461,0.0001784,0.0001784,0.0001784
186,126.925,0.47202,1.36961,0.92966,0.98273,0.98354,0.99463,0.92654,0.39754,0.7086,0.84461,0.0001685,0.0001685,0.0001685
187,128.21,0.56926,1.41619,0.98012,0.98273,0.98354,0.99463,0.92654,0.39754,0.7086,0.84461,0.0001586,0.0001586,0.0001586
188,128.888,0.5029,1.14341,0.95989,0.98273,0.98354,0.99463,0.92654,0.39754,0.7086,0.84461,0.0001487,0.0001487,0.0001487
189,129.576,0.48544,1.13679,0.92734,0.98273,0.98354,0.99463,0.92654,0.39754,0.7086,0.84461,0.0001388,0.0001388,0.0001388
190,130.263,0.46771,1.18702,0.95056,0.98273,0.98354,0.99463,0.92654,0.39754,0.7086,0.84461,0.0001289,0.0001289,0.0001289
191,130.942,0.48234,1.08371,0.91758,0.98273,0.98354,0.99463,0.92654,0.39754,0.7086,0.84461,0.000119,0.000119,0.000119
192,131.571,0.51608,1.41528,0.93506,0.98162,0.98519,0.99458,0.92922,0.38681,0.68304,0.842,0.0001091,0.0001091,0.0001091
193,132.18,0.61327,1.20009,0.96055,0.98162,0.98519,0.99458,0.92922,0.38681,0.68304,0.842,9.92e-05,9.92e-05,9.92e-05
194,132.796,0.44857,1.07302,0.93646,0.98162,0.98519,0.99458,0.92922,0.38681,0.68304,0.842,8.93e-05,8.93e-05,8.93e-05
195,133.466,0.47788,1.23796,0.89549,0.98162,0.98519,0.99458,0.92922,0.38681,0.68304,0.842,7.94e-05,7.94e-05,7.94e-05
196,134.125,0.51695,1.14092,0.89885,0.98162,0.98519,0.99458,0.92922,0.38681,0.68304,0.842,6.95e-05,6.95e-05,6.95e-05
197,134.779,0.48609,1.10499,0.91294,0.98162,0.98519,0.99458,0.92922,0.38681,0.68304,0.842,5.96e-05,5.96e-05,5.96e-05
198,135.44,0.79987,1.5927,1.07104,0.98162,0.98519,0.99458,0.92922,0.38681,0.68304,0.842,4.97e-05,4.97e-05,4.97e-05
199,136.086,0.4605,1.04094,0.9029,0.98162,0.98519,0.99458,0.92922,0.38681,0.68304,0.842,3.98e-05,3.98e-05,3.98e-05
200,136.737,0.46148,1.10479,0.88928,0.98162,0.98519,0.99458,0.92922,0.38681,0.68304,0.842,2.99e-05,2.99e-05,2.99e-05
